date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,high
2022-09-08,21.8,18.3,25.6,0,0,44,12.6,,1013,,78.08
2022-09-09,21.9,17.8,27.2,0,0,62,14.4,,1017.8,,80.96
2022-09-10,23.6,20,30,0,0,249,9.7,,1022.7,,86
2022-09-11,23.2,19.4,25,6.9,0,20,9.4,,1019.6,,77
2022-09-12,22.4,20.6,27.8,23.6,0,62,10.8,,1010.4,,82.04
2022-09-13,24.7,20,28.9,42.9,0,156,15.5,,1007.1,,84.02
2022-09-14,22.9,18.3,26.7,0,0,294,18.7,,1013.4,,80.06
2022-09-15,21.8,18.3,23.3,0,0,333,17.3,,1020,,73.94
2022-09-16,19.6,15,25,0,0,2,9.4,,1021.7,,77
2022-09-17,20.8,18.3,23.3,0,0,93,15.1,,1023.5,,73.94
2022-09-18,23.4,20,29.4,0,0,226,18,,1017.5,,84.92
2022-09-19,25.6,21.7,30,1.8,0,237,15.5,,1012.2,,86
2022-09-20,23.2,20.6,26.1,0,0,303,18.7,,1011.6,,78.98
2022-09-21,22,18.3,27.2,0,0,279,11.9,,1012.6,,80.96
2022-09-22,21.8,14.4,25.6,4.3,0,261,22.3,,1004,,78.08
2022-09-23,15.1,11.1,17.8,0,0,322,31.7,,1012.5,,64.04
2022-09-24,14.5,10.6,21.7,0,0,293,15.5,,1014.7,,71.06
2022-09-25,19.2,16.1,25,19.8,0,203,15.5,,1006.9,,77
2022-09-26,19.4,15.6,25.6,0,0,232,17.6,,1005.3,,78.08
2022-09-27,19.7,16.7,21.7,0,0,250,15.5,,1010.9,,71.06
2022-09-28,17.2,12.8,21.1,0,0,302,16.2,,1018.8,,69.98
2022-09-29,16.6,13.3,19.4,0,0,27,18.4,,1026.8,,66.92
2022-09-30,14.5,11.7,17.8,0,0,50,20.2,,1025,,64.04
2022-10-01,14.8,11.7,17.2,16.8,0,34,28.1,,1016.5,,62.96
2022-10-02,15.2,11.7,16.7,1.8,0,39,36.7,,1018.3,,62.06
2022-10-03,11.5,9.4,12.8,11.4,0,31,30.2,,1022.4,,55.04
2022-10-04,10.3,7.8,15,45,0,21,25.2,,1015.2,,59
2022-10-05,13.8,12.2,15,10.7,0,4,17.3,,1012.5,,59
2022-10-06,17.6,13.9,24.4,0,0,336,6.1,,1014.1,,75.92
2022-10-07,20.3,15,25.6,0,0,303,14,,1014.3,,78.08
2022-10-08,13.9,10,15,0.5,0,320,17.3,,1020.3,,59
2022-10-09,12.3,7.8,17.8,0,0,270,12.6,,1020.5,,64.04
2022-10-10,15.8,11.7,20.6,0,0,236,11.9,,1022.1,,69.08
2022-10-11,17,12.2,22.2,0,0,280,9,,1025.2,,71.96
2022-10-12,17.9,14.4,21.1,0,0,208,12.6,,1022.2,,69.98
2022-10-13,18.7,12.8,21.7,19.8,0,168,19.8,,1011.4,,71.06
2022-10-14,15.7,11.7,20.6,5.1,0,337,13.3,,1011.8,,69.08
2022-10-15,16.2,11.7,20.6,0,0,191,13,,1015.8,,69.08
2022-10-16,16.1,12.2,19.4,0,0,334,6.8,,1013.4,,66.92
2022-10-17,16.6,13.9,20,3.3,0,193,12.2,,1005.4,,68
2022-10-18,12.6,9.4,14.4,0,0,285,17.6,,1004.2,,57.92
2022-10-19,10,6.7,12.8,0,0,245,18,,1010,,55.04
2022-10-20,11.1,7.2,15.6,0,0,223,19.8,,1014.8,,60.08
2022-10-21,13.4,9.4,17.8,0,0,236,8.6,,1019.5,,64.04
2022-10-22,14.4,10,19.4,0,0,119,7.2,,1024.3,,66.92
2022-10-23,14.7,13.3,16.7,0,0,45,21.6,,1024.7,,62.06
2022-10-24,14.1,12.8,16.7,11.7,0,41,21.2,,1021.7,,62.06
2022-10-25,16.9,16.1,19.4,0.3,0,51,11.9,,1018.1,,66.92
2022-10-26,18.3,16.7,23.3,0,0,39,10.4,,1009.8,,73.94
2022-10-27,16.9,11.1,18.3,0,0,332,22.3,,1019.1,,64.94
2022-10-28,11.3,7.8,14.4,0,0,37,16.9,,1032.4,,57.92
2022-10-29,10.8,7.2,15,0,0,35,9.4,,1030.7,,59
2022-10-30,12.5,8.3,17.8,0,0,28,6.1,,1023.6,,64.04
2022-10-31,14.4,11.1,18.9,1.8,0,206,9.7,,1017.6,,66.02
2022-11-01,16.9,15,19.4,4.1,0,258,14,,1016.1,,66.92
2022-11-02,17.6,13.9,21.7,0,0,1,9.7,,1024.5,,71.06
2022-11-03,15.7,11.7,20,0,0,109,8.3,,1028.4,,68
2022-11-04,15.2,11.1,22.2,0,0,110,9.7,,1027.2,,71.96
2022-11-05,19.4,17.2,23.9,0,0,182,16.9,,1023.4,,75.02
2022-11-06,19.8,17.2,23.9,0.3,0,179,12.6,,1022.9,,75.02
2022-11-07,21.3,13.3,25.6,0.5,0,277,20.9,,1022.4,,78.08
2022-11-08,13.2,8.3,14.4,0,0,358,22,,1033.4,,57.92
2022-11-09,8.7,5,12.2,0,0,46,11.9,,1036.1,,53.96
2022-11-10,12.6,8.9,19.4,0,0,217,9.4,,1027.4,,66.92
2022-11-11,16.4,13.9,20.6,31.2,0,93,15.1,,1014,,69.08
2022-11-12,19.7,16.1,20.6,2.3,0,237,19.8,,1002.8,,69.08
2022-11-13,12.9,6.1,16.7,0.5,0,327,24.8,,1012.2,,62.06
2022-11-14,6.3,3.3,7.8,0,0,325,21.2,,1026.2,,46.04
2022-11-15,4.9,2.2,8.9,12.4,0,39,20.2,,1028.4,,48.02
2022-11-16,7.3,3.9,10.6,5.1,0,315,27.4,,1013.1,,51.08
2022-11-17,5.7,3.9,8.3,0,0,266,25.2,,1014.2,,46.94
2022-11-18,4.5,2.2,6.7,0,0,252,25.9,,1019.1,,44.06
2022-11-19,2.8,0,5,0,0,243,18,,1021.3,,41
2022-11-20,2.7,-0.5,4.4,0,0,280,29.5,,1020.2,,39.92
2022-11-21,1.1,-1.6,5.6,0,0,232,18.4,,1028.5,,42.08
2022-11-22,6.6,3.9,10.6,0,0,246,14.4,,1025.6,,51.08
2022-11-23,9.4,6.1,12.8,0,0,319,12.2,,1023.4,,55.04
2022-11-24,8.1,5,11.7,0,0,118,10.1,,1027,,53.06
2022-11-25,10,8.3,13.3,0,0,253,21.6,,1013.2,,55.94
2022-11-26,9.3,6.7,13.9,0,0,286,21.2,,1015.4,,57.02
2022-11-27,10.7,9.4,16.1,13.7,0,206,17.3,,1005.5,,60.98
2022-11-28,12.2,5.6,13.3,0,0,298,25.9,,1006.5,,55.94
2022-11-29,5.4,3.3,6.7,0,0,27,9.7,,1024.4,,44.06
2022-11-30,8.4,3.9,15,10.9,0,176,23.4,,1013.2,,59
2022-12-01,5.7,2.2,6.7,0,0,285,27.4,,1023.5,,44.06
2022-12-02,3.4,1.1,7.2,0,0,234,10.8,,1032.5,,44.96
2022-12-03,10.6,7.2,15,10.4,0,219,20.9,,1019.9,,59
2022-12-04,7,3.9,7.8,0,0,315,15.5,,1022,,46.04
2022-12-05,5.4,2.2,8.3,0,0,183,8.6,,1024.8,,46.94
2022-12-06,9.3,5,15.6,19.8,0,107,16.6,,1025.6,,60.08
2022-12-07,13.8,12.8,15,9.1,0,207,13.7,,1020.7,,59
2022-12-08,11.6,5.6,13.3,0,0,332,18.7,,1022.4,,55.94
2022-12-09,5.3,2.2,7.2,0,0,5,18,,1025.2,,44.96
2022-12-10,2.2,-0.5,3.9,0,0,52,16.9,,1028.1,,39.02
2022-12-11,3.4,0.6,5,6.4,0,55,20.5,,1022.8,,41
2022-12-12,1.6,-1,3.3,0,0,3,18.7,,1021.5,,37.94
2022-12-13,0.3,-2.7,5,0,0,329,18.4,,1024.1,,41
2022-12-14,1.7,0,4.4,0,0,330,21.6,,1020.7,,39.92
2022-12-15,2.7,0.6,6.7,15,0,54,22.7,,1020.6,,44.06
2022-12-16,6.2,3.9,8.3,13.7,0,18,32.8,,1004.1,,46.94
2022-12-17,5,2.8,7.2,0,0,280,24.1,,1006.8,,44.96
2022-12-18,3.1,1.1,4.4,0,0,288,22.7,,1013.5,,39.92
2022-12-19,1.7,0,3.9,0,0,284,25.9,,1022.8,,39.02
2022-12-20,1.9,0,4.4,0,0,325,18.7,,1028.9,,39.92
2022-12-21,1,-1.6,5,0,0,22,7.6,,1032,,41
2022-12-22,3.8,1.1,8.3,5.3,0,59,21.6,,1024.7,,46.94
2022-12-23,7.5,-12.7,15,24.1,0,218,39.2,,993.2,,59
2022-12-24,-11.7,-13.8,-8.8,0,0,264,31.7,,1009.3,,16.16
2022-12-25,-6.9,-9.3,-2.1,0,0,251,26.6,,1013.6,,28.22
2022-12-26,-4.7,-7.1,-1,0,0,272,19.1,,1022.6,,30.2
2022-12-27,-0.7,-1.6,1.7,0,0,270,15.8,,1025.1,,35.06
2022-12-28,3.4,0.6,8.3,0,0,221,12.2,,1026,,46.94
2022-12-29,6.4,3.3,10.6,0,0,211,12.2,,1025.7,,51.08
2022-12-30,9.3,3.3,15.6,0,0,181,9,,1024.4,,60.08
2022-12-31,8.2,5.6,12.8,7.9,0,83,7.6,,1015.3,,55.04
2023-01-01,10.7,7.8,12.8,0.5,0,289,14.8,,1012.4,,55.04
2023-01-02,10.8,9.4,13.3,0,0,268,9,,1019.3,,55.94
2023-01-03,9.6,6.1,12.8,10.9,0,69,9,,1014.3,,55.04
2023-01-04,13.7,6.7,18.9,0.3,0,172,13.3,,1010,,66.02
2023-01-05,7.9,6.7,8.9,0.8,0,43,12.2,,1013.6,,48.02
2023-01-06,6.7,4.4,8.9,6.1,0,11,13.7,,1015.7,,48.02
2023-01-07,5.3,3.3,7.2,0,0,299,18.4,,1020.8,,44.96
2023-01-08,3.4,0.6,4.4,0,0,317,13.7,,1024.4,,39.92
2023-01-09,4.4,3.3,6.7,0,0,300,15.8,,1014,,44.06
2023-01-10,4.4,3.9,5,0,0,303,14,,1016.8,,41
2023-01-11,3.2,1.7,4.4,0,0,55,15.5,,1023.6,,39.92
2023-01-12,4.9,2.2,13.9,7.6,0,79,18.4,,1017.2,,57.02
2023-01-13,10.7,3.3,12.8,2.5,0,242,21.6,,1002.2,,55.04
2023-01-14,2,-0.5,3.3,0,0,356,29.9,,1009.8,,37.94
2023-01-15,0.8,-1,4.4,0,0,352,34.9,,1015.4,,39.92
2023-01-16,2.1,-1,8.9,0,0,325,22.7,,1011.7,,48.02
2023-01-17,5.1,2.2,8.3,0,0,273,9.7,,1005.8,,46.94
2023-01-18,8.6,6.1,11.1,1,0,288,22.3,,1008.9,,51.98
2023-01-19,6.3,4.4,7.2,26.7,0,32,14,,1012.1,,44.96
2023-01-20,6.5,5,9.4,0.3,0,292,20.2,,1005.6,,48.92
2023-01-21,4.7,2.8,5,0,0,328,17.6,,1019.7,,41
2023-01-22,3.7,2.8,5.6,13.2,0,190,13,,1018.5,,42.08
2023-01-23,3.5,2.2,3.9,9.9,0,333,24.8,,1004,,39.02
2023-01-24,3.9,2.2,8.3,0,0,282,23,,1020,,46.94
2023-01-25,3.8,1.7,12.8,28.7,0,92,19.8,,1019.1,,55.04
2023-01-26,8.8,5,12.2,8.6,0,253,27.7,,1003,,53.96
2023-01-27,4.8,2.8,6.7,0,0,260,14.8,,1018.6,,44.06
2023-01-28,5.8,2.2,11.1,0,0,225,17.3,,1023.8,,51.98
2023-01-29,8.5,3.9,11.7,0,0,195,13.7,,1022.7,,53.06
2023-01-30,9.1,6.1,12.2,0,0,223,10.8,,1020,,53.96
2023-01-31,5.1,-0.5,10,1.3,0,348,14.8,,1021.7,,50
2023-02-01,0.3,-3.2,3.3,0.5,0,343,14.8,,1024.2,,37.94
2023-02-02,1.1,-2.1,4.4,0,0,246,15.5,,1019.2,,39.92
2023-02-03,-1.6,-11,2.2,0,0,295,40.3,,1016.5,,35.96
2023-02-04,-10.7,-14.9,-3.2,0,0,273,24.1,,1033.9,,26.24
2023-02-05,0.8,-3.2,8.9,0,0,202,13,,1021.5,,48.02
2023-02-06,6.2,1.7,10,0,0,359,16.6,,1016.9,,50
2023-02-07,2.1,-1,5.6,0.3,0,105,14.8,,1025,,42.08
2023-02-08,6.8,3.9,11.7,0,0,287,15.5,,1022.1,,53.06
2023-02-09,7.2,1.7,11.7,0,0,113,11.9,,1020.4,,53.06
2023-02-10,12.3,7.2,15.6,0,0,266,23.4,,1011.8,,60.08
2023-02-11,6.2,2.8,8.3,0,0,324,20.2,,1023.5,,46.94
2023-02-12,5.6,3.3,8.3,0.5,0,50,10.8,,1017.1,,46.94
2023-02-13,7.8,5,14.4,0,0,313,18.7,,1002.8,,57.92
2023-02-14,9.2,5.6,12.8,0,0,283,19.1,,1016.3,,55.04
2023-02-15,10.6,7.8,17.8,0,0,188,20.5,,1016.5,,64.04
2023-02-16,16.3,12.2,20.6,1.3,0,211,11.9,,1014.1,,69.08
2023-02-17,12.4,0,16.1,4.6,0,270,25.2,,1005.3,,60.98
2023-02-18,1.5,-2.1,6.1,0,0,274,22,,1025.2,,42.98
2023-02-19,5.3,2.8,8.9,0,0,186,15.5,,1023.3,,48.02
2023-02-20,10,5.6,16.7,0,0,245,14.4,,1006.3,,62.06
2023-02-21,6.7,2.8,7.8,6.6,0,32,14.8,,1004.9,,46.04
2023-02-22,5.4,3.3,6.7,4.8,0,4,14.4,,1018.1,,44.06
2023-02-23,3.7,3.3,6.7,0.8,0,71,16.9,,1013,,44.06
2023-02-24,5.7,-2.7,7.8,0,0,326,29.9,,1023.1,,46.04
2023-02-25,-2.5,-4.9,0.6,0,0,69,11.9,,1028.5,,33.08
2023-02-26,1.8,-2.1,10.6,0,0,221,13,,1012.6,,51.08
2023-02-27,4.1,0.6,6.1,7.9,0,59,19.1,,1012.9,,42.98
2023-02-28,1.7,0.6,3.9,7.1,50,14,18.7,,1008.3,,39.02
2023-03-01,3.9,0.6,6.7,0.3,0,77,14,,1018.4,,44.06
2023-03-02,6.3,3.9,11.7,0,0,345,19.8,,1006.7,,53.06
2023-03-03,5.3,3.3,7.8,3.8,0,56,19.1,,1014.9,,46.04
2023-03-04,5.5,3.3,7.8,28.7,0,353,25.2,,1002.7,,46.04
2023-03-05,6.4,3.9,11.7,0,0,312,24.8,,1019.4,,53.06
2023-03-06,7.8,4.4,11.7,0,0,314,22.3,,1017.7,,53.06
2023-03-07,5.6,0.6,8.3,1.3,0,325,29.9,,1010.6,,46.94
2023-03-08,3.2,0,8.3,0,0,341,27.4,,1020.1,,46.94
2023-03-09,4.9,1.1,10,0,0,341,22.7,,1021.3,,50
2023-03-10,4.6,1.7,7.8,8.6,0,49,13.7,,1014.2,,46.04
2023-03-11,4.9,2.2,6.7,7.9,0,10,24.5,,1008.2,,44.06
2023-03-12,4.5,1.1,7.8,0,0,46,14.4,,1016.2,,46.04
2023-03-13,5.4,3.9,7.8,18.3,0,62,20.5,,1011.8,,46.04
2023-03-14,3.3,1.7,4.4,2.5,0,295,35.6,,1000.5,,39.92
2023-03-15,3.4,1.7,7.2,0,0,310,41.4,,1008.9,,44.96
2023-03-16,6.3,2.2,15,0,0,280,15.5,,1015.7,,59
2023-03-17,10.9,7.2,15,0,0,194,12.2,,1006.3,,59
2023-03-18,10.4,5,13.3,0.3,0,291,23.4,,1005.6,,55.94
2023-03-19,3.1,-0.5,5,0,0,288,26.6,,1016,,41
2023-03-20,4.2,1.1,10,0,0,239,15.5,,1024.4,,50
2023-03-21,9.9,4.4,16.7,0,0,228,14.8,,1026.9,,62.06
2023-03-22,11.6,8.9,15,0,0,190,17.3,,1026.1,,59
2023-03-23,11.1,8.3,16.1,1.8,0,211,15.5,,1013,,60.98
2023-03-24,10.7,6.7,14.4,0,0,339,14,,1014,,57.92
2023-03-25,7.3,5.6,7.8,4.3,0,70,23,,1013.6,,46.04
2023-03-26,10.1,5.6,17.2,0,0,282,18.4,,1011.2,,62.96
2023-03-27,11,6.1,14.4,5.1,0,36,15.8,,1015.8,,57.92
2023-03-28,7.7,5.6,11.1,0,0,6,12.6,,1017.8,,51.98
2023-03-29,8.2,4.4,12.8,0.3,0,13,15.5,,1019.3,,55.04
2023-03-30,4.4,0,7.8,0.5,0,310,24.8,,1024.4,,46.04
2023-03-31,7.1,3.3,13.3,0,0,164,13.3,,1022.4,,55.94
2023-04-01,14.6,10.6,21.7,9.1,0,201,20.5,,1000,,71.06
2023-04-02,9.4,5,11.1,0,0,315,28.8,,1011.5,,51.98
2023-04-03,8.2,3.3,13.9,0,0,147,17.3,,1018.9,,57.02
2023-04-04,13.4,7.8,22.2,0,0,126,11.9,,1016.7,,71.96
2023-04-05,10.9,7.2,12.2,0.3,0,51,20.9,,1022.7,,53.96
2023-04-06,12.4,7.2,25.6,0,0,30,13.3,,1019.7,,78.08
2023-04-07,13.3,6.7,15,0,0,319,24.5,,1026,,59
2023-04-08,7.4,3.9,11.1,0,0,358,14.4,,1031.4,,51.98
2023-04-09,8.1,5.6,12.2,0,0,68,15.8,,1032.1,,53.96
2023-04-10,10.5,6.1,18.3,0,0,207,13.3,,1029.4,,64.94
2023-04-11,16.1,10.6,23.9,0,0,230,16.2,,1018.9,,75.02
2023-04-12,21.9,18.9,28.3,0,0,283,19.1,,1010,,82.94
2023-04-13,25.3,16.7,31.7,0,0,264,15.1,,1010.2,,89.06
2023-04-14,26.2,19.4,31.7,0,0,203,12.2,,1010.6,,89.06
2023-04-15,19.7,12.2,22.8,0,0,89,14,,1011.9,,73.04
2023-04-16,14.9,11.7,20,0,0,51,12.2,,1009.5,,68
2023-04-17,13.3,10.6,20,0.3,0,21,19.4,,1002.9,,68
2023-04-18,12.9,8.3,13.9,0,0,270,26.3,,1007.8,,57.02
2023-04-19,11,7.8,18.3,0,0,286,18.4,,1017,,64.94
2023-04-20,11.5,7.2,17.2,0,0,97,13.3,,1022,,62.96
2023-04-21,13.8,10.6,21.1,0,0,68,18,,1018.2,,69.98
2023-04-22,12.8,10,20,12.2,0,51,23.8,,1013.8,,68
2023-04-23,14.3,10.6,19.4,37.1,0,9,14.4,,1010.7,,66.92
2023-04-24,12.2,7.8,16.7,0,0,297,13.7,,1016.8,,62.06
2023-04-25,12,8.3,14.4,0,0,360,9.4,,1020.7,,57.92
2023-04-26,11.7,8.3,14.4,0,0,105,14,,1022.9,,57.92
2023-04-27,11.7,10,14.4,0,0,138,11.9,,1022.6,,57.92
2023-04-28,11.3,8.9,13.9,8.9,0,78,19.8,,1020.7,,57.02
2023-04-29,10.4,8.9,11.7,63.2,0,65,25.2,,1012.4,,53.06
2023-04-30,11.5,10,16.7,78.5,0,59,19.4,,999.1,,62.06
2023-05-01,14.6,10,17.2,0.8,0,236,25.2,,991.9,,62.96
2023-05-02,11.8,7.2,13.9,1.3,0,232,18,,995.8,,57.02
2023-05-03,11.2,8.9,13.9,0,0,270,13,,999,,57.02
2023-05-04,10.8,9.4,13.3,0.3,0,32,14,,1010.7,,55.94
2023-05-05,12.8,9.4,17.2,0,0,62,10.1,,1021.7,,62.96
2023-05-06,15.6,11.1,22.8,0,0,303,9.7,,1022.3,,73.04
2023-05-07,18.6,13.3,25,0,0,281,13.7,,1014.6,,77
2023-05-08,19.6,15,25,0,0,332,18.4,,1008.3,,77
2023-05-09,17.1,12.8,20,0,0,82,13.3,,1014.4,,68
2023-05-10,15.8,11.1,22.8,0,0,201,10.1,,1019.8,,73.04
2023-05-11,20.5,15,27.8,0,0,271,12.6,,1018.4,,82.04
2023-05-12,24.8,18.3,30.6,0,0,270,11.2,,1016.8,,87.08
2023-05-13,25.3,19.4,27.8,0,0,303,12.2,,1015.6,,82.04
2023-05-14,19.8,15.6,22.8,0,0,14,15.1,,1021.2,,73.04
2023-05-15,18.3,13.3,24.4,0,0,283,15.5,,1021,,75.92
2023-05-16,21.8,16.1,27.2,0,0,243,17.6,,1006.2,,80.96
2023-05-17,18.2,10.6,22.8,0,0,334,23,,1008.2,,73.04
2023-05-18,11.9,7.8,15.6,0,0,103,17.3,,1025.5,,60.08
2023-05-19,15.5,12.2,21.1,0,0,173,20.5,,1026.2,,69.98
2023-05-20,15.5,13.9,19.4,32,0,99,13.3,,1016.8,,66.92
2023-05-21,17.7,13.9,21.1,0,0,316,19.4,,1013.6,,69.98
2023-05-22,18.9,14.4,23.3,0,0,69,13,,1021.3,,73.94
2023-05-23,16,13.3,20,0,0,94,13.7,,1026,,68
2023-05-24,17.1,12.8,25,0.8,0,53,14,,1017.7,,77
2023-05-25,14.9,10.6,19.4,0,0,13,22.3,,1019.9,,66.92
2023-05-26,17.7,12.8,22.8,0,0,15,11.5,,1024.2,,73.04
2023-05-27,19.6,15,25.6,0,0,46,12.6,,1025.3,,78.08
2023-05-28,19.9,16.1,25.6,0,0,189,13.3,,1019.7,,78.08
2023-05-29,20.8,15,25.6,0,0,94,18.7,,1017,,78.08
2023-05-30,16.6,13.3,20.6,0,0,61,17.6,,1022.6,,69.08
2023-05-31,16.7,11.1,24.4,0,0,81,11.2,,1022.1,,75.92
2023-06-01,21.5,16.1,30,0,0,62,8.6,,1018.3,,86
2023-06-02,24.2,18.9,32.2,1.3,0,144,7.9,,1012.4,,89.96
2023-06-03,19.6,12.2,20.6,0,0,57,20.2,,1015.2,,69.08
2023-06-04,15,10.6,21.1,0,0,34,15.8,,1016.3,,69.98
2023-06-05,18.3,13.9,25,0,0,355,15.5,,1011.2,,77
2023-06-06,20.8,17.2,25.6,1,0,323,18.4,,1004.5,,78.08
2023-06-07,18.3,15,21.1,0,0,308,20.9,,1003.4,,69.98
2023-06-08,17.9,14.4,22.2,0,0,344,10.8,,1005.6,,71.96
2023-06-09,18.8,15,23.3,0,0,325,11.5,,1006.6,,73.94
2023-06-10,19.7,15.6,25.6,0,0,311,17.3,,1008.2,,78.08
2023-06-11,22.7,18.3,28.3,0.5,0,126,12.2,,1010.6,,82.94
2023-06-12,22.3,20,27.2,3.6,0,151,20.2,,1006.8,,80.96
2023-06-13,21.7,18.3,27.2,0,0,288,18.4,,1004.2,,80.96
2023-06-14,21.7,18.3,24.4,9.9,0,205,18.4,,1000.9,,75.92
2023-06-15,20.7,17.2,26.1,0,0,292,18.7,,1003,,78.98
2023-06-16,22.2,17.8,27.8,4.1,0,65,10.8,,1005.8,,82.04
2023-06-17,20.2,17.2,25.6,0,0,321,20.5,,1004.6,,78.08
2023-06-18,21.8,18.3,26.7,0,0,318,17.3,,1010.1,,80.06
2023-06-19,22.3,18.9,26.1,0,0,62,15.5,,1017.1,,78.98
2023-06-20,20.2,17.2,24.4,0,0,64,17.6,,1022.1,,75.92
2023-06-21,19,16.7,22.2,0,0,58,25.6,,1024.2,,71.96
2023-06-22,18.5,15.6,21.7,0.3,0,56,22.7,,1020.9,,71.06
2023-06-23,19.7,18.3,23.3,2,0,111,11.5,,1016.5,,73.94
2023-06-24,22.4,20,26.7,0.8,0,168,11.9,,1010.6,,80.06
2023-06-25,23.4,20,28.3,0.5,0,134,13,,1009.3,,82.94
2023-06-26,23.2,20.6,28.3,1.8,0,80,13.7,,1007.4,,82.94
2023-06-27,22.8,20,27.2,0.5,0,144,12.2,,1005.5,,80.96
2023-06-28,23.6,20.6,28.9,0,0,299,12.2,,1008.9,,84.02
2023-06-29,23.6,19.4,28.3,0,0,352,12.6,,1015.4,,82.94
2023-06-30,24.4,20.6,30,0,0,131,12.2,,1017.1,,86
2023-07-01,24.5,21.7,28.3,0,0,190,16.2,,1016.5,,82.94
2023-07-02,25.2,22.2,32.8,15.2,0,181,15.8,,1010.9,,91.04
2023-07-03,27,23.3,32.8,9.4,0,247,13.3,,1009.6,,91.04
2023-07-04,25.9,22.8,28.3,7.1,0,25,6.8,,1011.9,,82.94
2023-07-05,26.8,21.7,34.4,0,0,61,10.1,,1014.4,,93.92
2023-07-06,28.8,24.4,32.2,0,0,162,13.3,,1013.3,,89.96
2023-07-07,26.7,24.4,30.6,0,0,150,11.9,,1010.9,,87.08
2023-07-08,26.4,23.9,30.6,0,0,129,13,,1010.5,,87.08
2023-07-09,26.2,21.7,28.3,29.7,0,149,14.8,,1009.4,,82.94
2023-07-10,25.1,22.8,30.6,0,0,333,14.8,,1007.7,,87.08
2023-07-11,26.9,22.2,32.2,0,0,291,12.6,,1011.3,,89.96
2023-07-12,29.6,26.1,33.9,0,0,259,9.7,,1012.6,,93.02
2023-07-13,28.9,26.1,31.7,0,0,185,19.8,,1010.6,,89.06
2023-07-14,26.1,22.2,28.9,6.1,0,72,13.7,,1011.7,,84.02
2023-07-15,26.2,22.8,31.7,0.3,0,73,13.7,,1013.1,,89.06
2023-07-16,26.1,23.3,27.2,35.3,0,194,13.3,,1009.4,,80.96
2023-07-17,27.2,23.9,32.2,0,0,14,11.2,,1012.4,,89.96
2023-07-18,26.7,23.9,30,0.8,0,188,12.6,,1013.7,,86
2023-07-19,25.3,23.3,27.8,5.8,0,207,9,,1015.8,,82.04
2023-07-20,25.4,22.2,29.4,0,0,105,12.6,,1014.4,,84.92
2023-07-21,26.3,23.9,30.6,7.1,0,238,15.5,,1007.6,,87.08
2023-07-22,25.5,21.7,28.9,0,0,332,13,,1008.6,,84.02
2023-07-23,26.2,22.2,31.1,0,0,67,11.9,,1014,,87.98
2023-07-24,27.1,24.4,30.6,0,0,200,15.8,,1018.4,,87.08
2023-07-25,25.8,21.1,31.1,8.4,0,245,10.4,,1017.9,,87.98
2023-07-26,25.3,21.7,31.7,0,0,295,12.2,,1018,,89.06
2023-07-27,29,24.4,35,10.4,0,223,19.8,,1013.7,,95
2023-07-28,28.9,25.6,34.4,0,0,284,10.8,,1014.3,,93.92
2023-07-29,29.6,21.7,32.8,1.3,0,241,19.8,,1008.3,,91.04
2023-07-30,23.2,19.4,26.7,0,0,329,17.3,,1012.7,,80.06
2023-07-31,24.7,20.6,29.4,0,0,322,12.2,,1014.5,,84.92
2023-08-01,23.6,20,26.7,0,0,8,12.6,,1019.4,,80.06
2023-08-02,22.5,18.9,26.1,0,0,65,13,,1022.3,,78.98
2023-08-03,23.3,20.6,26.7,0,0,187,19.8,,1019,,80.06
2023-08-04,23.4,22.2,25.6,0,0,203,17.3,,1014.2,,78.08
2023-08-05,24.9,21.1,29.4,0,0,10,9.7,,1014.1,,84.92
2023-08-06,25.7,21.7,30,0,0,99,14.4,,1015.5,,86
2023-08-07,24.6,20.6,27.8,27.2,0,177,21.2,,1010.9,,82.04
2023-08-08,24.3,21.7,27.8,0,0,255,22.3,,1004,,82.04
2023-08-09,25.3,21.7,31.1,0,0,290,23,,1006.5,,87.98
2023-08-10,24.9,21.7,27.8,12.4,0,265,9,,1005.2,,82.04
2023-08-11,24.3,21.1,30.6,0,0,296,14,,1007.6,,87.08
2023-08-12,25.2,21.1,30.6,2.3,0,121,13.7,,1011.5,,87.08
2023-08-13,25.9,21.7,31.1,18.8,0,294,14,,1011.3,,87.98
2023-08-14,27.1,23.9,31.1,0,0,233,10.8,,1013.6,,87.98
2023-08-15,23.9,21.1,25.6,39.1,0,43,16.6,,1008.4,,78.08
2023-08-16,23.5,21.1,26.7,20.3,0,72,14.8,,1012.6,,80.06
2023-08-17,23.9,22.2,26.7,0,0,104,15.5,,1013.3,,80.06
2023-08-18,24.8,20.6,28.3,39.9,0,255,20.5,,1007.3,,82.94
2023-08-19,22.6,18.3,27.2,0,0,279,18.4,,1014.5,,80.96
2023-08-20,25.3,20.6,30.6,0,0,267,11.2,,1018.3,,87.08
2023-08-21,27.4,23.9,30.6,0,0,297,13.3,,1016.7,,87.08
2023-08-22,24.2,20,26.7,0,0,10,18.4,,1017.9,,80.06
2023-08-23,22.3,19.4,26.1,0,0,73,16.2,,1019.6,,78.98
2023-08-24,22.3,20,23.3,1,0,171,15.1,,1017.3,,73.94
2023-08-25,23,21.7,26.1,8.4,0,178,13.7,,1011.5,,78.98
2023-08-26,25.2,22.8,29.4,25.7,0,21,8.6,,1009.9,,84.92
