date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,high
2021-09-19,23.3,19.4,25.6,0,0,11,12.2,,1020.4,,78.08
2021-09-20,21.4,17.8,24.4,0,0,76,11.2,,1026.4,,75.92
2021-09-21,20.9,17.8,25,0.3,0,98,13.7,,1026.6,,77
2021-09-22,23.5,22.2,28.3,0,0,155,20.5,,1018.9,,82.94
2021-09-23,25.6,18.3,28.3,28.2,0,159,23,,1013.6,,82.94
2021-09-24,20,15.6,24.4,6.9,0,291,13.7,,1016.6,,75.92
2021-09-25,20.8,17.2,25,0,0,7,7.9,,1015.6,,77
2021-09-26,20.7,17.8,23.3,0,0,285,20.5,,1012,,73.94
2021-09-27,22.2,18.3,27.8,0,0,237,20.5,,1013.4,,82.04
2021-09-28,22.1,17.2,23.9,2.5,0,260,16.2,,1010.2,,75.02
2021-09-29,18,13.3,21.1,0,0,350,16.6,,1014.7,,69.98
2021-09-30,17.5,14.4,20,0,0,341,14.8,,1018.7,,68
2021-10-01,16.3,12.2,21.1,0,0,305,12.2,,1023,,69.98
2021-10-02,19.5,15,25,0,0,248,11.9,,1020.1,,77
2021-10-03,22.1,17.2,27.2,0,0,207,9,,1014.6,,80.96
2021-10-04,21.4,17.2,23.3,2.8,0,58,16.6,,1014.3,,73.94
2021-10-05,17.2,16.1,18.9,0,0,50,13.3,,1022.9,,66.02
2021-10-06,18.6,16.7,21.7,0,0,35,6.8,,1027.5,,71.06
2021-10-07,20.7,17.8,25.6,0,0,34,6.5,,1024.7,,78.08
2021-10-08,20.7,18.3,24.4,0,0,42,11.5,,1020.8,,75.92
2021-10-09,18.9,16.1,21.1,0,0,61,22.7,,1023.2,,69.98
2021-10-10,18.3,17.2,20.6,2.8,0,55,27.4,,1021.3,,69.08
2021-10-11,19.4,17.8,22.8,0,0,49,20.9,,1018.2,,73.04
2021-10-12,19.2,17.2,21.7,0,0,64,10.1,,1019,,71.06
2021-10-13,19.8,18.3,21.7,0,0,252,6.8,,1016.3,,71.06
2021-10-14,21.7,18.9,26.1,0,0,326,10.8,,1013.3,,78.98
2021-10-15,22.5,19.4,28.3,0,0,197,8.6,,1012.5,,82.94
2021-10-16,22.2,15.6,25,4.1,0,196,21.6,,1007.2,,77
2021-10-17,15.8,12.8,18.3,0.3,0,289,24.1,,1008.7,,64.94
2021-10-18,13.4,11.1,16.7,0,0,300,24.1,,1011.2,,62.06
2021-10-19,13.9,10.6,20.6,0,0,270,21.2,,1014.8,,69.08
2021-10-20,20,15.6,26.7,0,0,263,16.9,,1015.3,,80.06
2021-10-21,21.1,16.7,25,0,0,208,13.7,,1014.3,,77
2021-10-22,19.7,15,22.2,0,0,279,16.6,,1010.9,,71.96
2021-10-23,14.2,10.6,16.1,0,0,329,13.3,,1014.4,,60.98
2021-10-24,13.1,10.6,16.1,0.8,0,264,10.8,,1020.2,,60.98
2021-10-25,18.4,14.4,23.9,10.2,0,151,13.7,,1013.2,,75.02
2021-10-26,17.1,13.9,17.8,63,0,47,25.2,,997.5,,64.04
2021-10-27,15.1,12.8,16.7,3.6,0,354,25.9,,1003.7,,62.06
2021-10-28,12.9,10,15,0,0,45,15.1,,1013.6,,59
2021-10-29,12.4,9.4,14.4,8.6,0,74,27.4,,1011,,57.92
2021-10-30,15.4,13.3,20,4.1,0,93,17.3,,1003,,68
2021-10-31,16,13.9,19.4,1.5,0,265,17.3,,1001.8,,66.92
2021-11-01,15.2,12.2,16.7,0,0,286,19.8,,1016.2,,62.06
2021-11-02,12.3,8.9,12.8,0,0,270,12.2,,1022,,55.04
2021-11-03,9.5,7.2,12.8,0,0,314,18,,1023.7,,55.04
2021-11-04,8.5,5.6,11.1,0,0,28,11.2,,1026.5,,51.98
2021-11-05,8.9,5.6,11.7,0,0,7,13,,1027,,53.06
2021-11-06,9.4,6.7,12.2,0,0,54,8.3,,1028.7,,53.96
2021-11-07,9.7,6.1,13.9,0,0,14,7.2,,1022.1,,57.02
2021-11-08,13.1,9.4,18.9,0,0,0,9.7,,1019.6,,66.02
2021-11-09,15.5,10.6,22.2,0,0,327,5.4,,1018.3,,71.96
2021-11-10,16.4,11.7,18.9,0,0,331,13.7,,1018.3,,66.02
2021-11-11,12.4,7.8,16.7,0,0,65,14.4,,1024.8,,62.06
2021-11-12,17.3,13.3,20.6,8.9,0,197,22,,1014.2,,69.08
2021-11-13,12.8,6.1,17.8,5.8,0,226,21.2,,1009,,64.04
2021-11-14,7.2,5.6,9.4,0.3,0,231,16.9,,1012,,48.92
2021-11-15,7.7,5.6,10,0.3,0,258,21.2,,1009.9,,50
2021-11-16,7.1,4.4,10.6,0,0,273,19.8,,1020,,51.08
2021-11-17,9.3,4.4,14.4,0,0,174,11.2,,1024.3,,57.92
2021-11-18,15.2,9.4,21.1,1.3,0,206,15.1,,1015.8,,69.98
2021-11-19,9.9,5.6,10,0.8,0,303,27,,1023.5,,50
2021-11-20,6.3,3.9,8.9,0,0,286,11.2,,1032.9,,48.02
2021-11-21,9.8,8.3,13.9,0,0,206,14,,1023.9,,57.02
2021-11-22,11.2,3.3,13.9,1,0,290,21.2,,1011.6,,57.02
2021-11-23,3.9,1.7,6.7,0,0,318,28.1,,1016.2,,44.06
2021-11-24,3.5,0.6,8.3,0,0,302,19.1,,1025.3,,46.94
2021-11-25,8.6,5,13.9,0,0,235,9.7,,1016.6,,57.02
2021-11-26,8.9,3.3,10.6,2,0,262,25.9,,1004.2,,51.08
2021-11-27,4,2.2,5.6,0,0,301,28.4,,1010.5,,42.08
2021-11-28,2.9,1.1,6.7,0,0,354,8.3,,1011.7,,44.06
2021-11-29,5.3,1.7,6.1,0.3,0,318,21.2,,1012.2,,42.98
2021-11-30,3.1,1.1,6.1,0,0,251,15.1,,1015.4,,42.98
2021-12-01,7.4,6.1,10,0,0,248,15.8,,1019.5,,50
2021-12-02,11.3,7.8,15.6,1,0,208,19.8,,1007.8,,60.08
2021-12-03,9.3,4.4,10,0,0,306,28.1,,1012.6,,50
2021-12-04,5.9,3.9,9.4,0,0,257,11.2,,1019.5,,48.92
2021-12-05,7.4,5.6,9.4,0,0,338,11.5,,1026.8,,48.92
2021-12-06,10.7,7.8,16.1,11.2,0,198,23,,1010.7,,60.98
2021-12-07,7,3.9,7.2,0,0,281,17.6,,1019.8,,44.96
2021-12-08,4.5,2.2,6.1,1,0,34,14.8,,1016.1,,42.98
2021-12-09,2.8,1.1,4.4,0,0,310,18.4,,1021.5,,39.92
2021-12-10,6.7,4.4,10.6,0,0,191,10.8,,1021.2,,51.08
2021-12-11,10.8,7.2,19.4,3.6,0,149,16.9,,1008.3,,66.92
2021-12-12,10.7,6.7,15,0,0,294,27,,1017.9,,59
2021-12-13,8.3,5.6,12.2,0,0,235,19.1,,1023.9,,53.96
2021-12-14,10.1,6.7,12.2,0,0,334,14.8,,1031.2,,53.96
2021-12-15,8.3,4.4,12.8,0,0,76,12.6,,1034.2,,55.04
2021-12-16,13.6,12.8,17.2,0,0,224,18.4,,1017.7,,62.96
2021-12-17,15.2,10,16.7,0,0,278,19.8,,1017,,62.06
2021-12-18,7.6,4.4,10,2.3,0,46,12.2,,1017.9,,50
2021-12-19,5.7,-0.5,7.2,0.3,0,333,25.6,,1016.9,,44.96
2021-12-20,0,-2.7,3.3,0,0,318,13.7,,1026.1,,37.94
2021-12-21,2.9,0.6,6.1,0,0,76,9.7,,1017.9,,42.98
2021-12-22,6.2,1.7,8.9,4.1,0,332,25.9,,1005.2,,48.02
2021-12-23,1.8,0,2.8,0,0,323,22.7,,1020.1,,37.04
2021-12-24,1.7,-0.5,3.9,0.5,30,73,12.6,,1018.1,,39.02
2021-12-25,4.7,2.2,10.6,4.1,0,34,9,,1003.1,,51.08
2021-12-26,8.7,5,11.1,0,0,317,30.6,,1010.9,,51.98
2021-12-27,3.7,1.7,5,2,0,29,13.7,,1016.8,,41
2021-12-28,5.2,2.8,8.9,1.3,0,321,10.4,,1010.5,,48.02
2021-12-29,6.3,5.6,6.7,4.1,0,59,13,,1012.4,,44.06
2021-12-30,7.2,6.1,9.4,1.3,0,52,9,,1013.7,,48.92
2021-12-31,10,8.9,12.8,0,0,190,10.4,,1013.6,,55.04
2022-01-01,11.6,10,13.9,19.3,0,154,10.1,,1008.3,,57.02
2022-01-02,11.4,3.9,15.6,1,0,328,15.5,,1004.6,,60.08
2022-01-03,1.4,-4.3,3.9,0,0,358,23,,1019.4,,39.02
2022-01-04,-2.7,-6,2.2,0,0,286,14,,1028.1,,35.96
2022-01-05,3.2,0,8.9,6.1,0,209,12.2,,1014,,48.02
2022-01-06,4.9,2.2,6.1,0,0,299,18,,1011.2,,42.98
2022-01-07,0.7,-2.1,2.2,8.4,200,326,29.9,,1012.1,,35.96
2022-01-08,-2.5,-4.9,0,0,130,303,17.3,,1032.8,,32
2022-01-09,1.4,-1,5.6,2.8,80,225,17.6,,1023,,42.08
2022-01-10,1.6,-3.2,5.6,0,0,300,27,,1019.2,,42.08
2022-01-11,-5.4,-8.2,-3.2,0,0,316,23,,1030.9,,26.24
2022-01-12,-1.9,-6.6,5.6,0,0,215,15.8,,1022.9,,42.08
2022-01-13,4,0.6,7.8,0,0,50,9.4,,1015.2,,46.04
2022-01-14,4.8,-5.5,6.1,0,0,358,27.4,,1009.6,,42.98
2022-01-15,-6.7,-10.5,-5.5,0,0,357,20.9,,1024.2,,22.1
2022-01-16,-8,-12.1,4.4,9.1,0,39,19.8,,1024.6,,39.92
2022-01-17,3.9,1.7,7.8,26.9,0,221,31,,990,,46.04
2022-01-18,1.8,-0.5,3.3,0,0,306,30.2,,1011,,37.94
2022-01-19,3.2,-1.6,10.6,0,0,206,16.9,,1017.8,,51.08
2022-01-20,5.1,-4.9,8.3,6.4,0,319,19.4,,1020.3,,46.94
2022-01-21,-6,-9.3,-4.9,0,0,5,22.3,,1033.2,,23.18
2022-01-22,-5.9,-9.9,-1,0,0,27,12.2,,1027.2,,30.2
2022-01-23,-0.7,-3.2,3.3,0.3,0,250,15.1,,1012.7,,37.94
2022-01-24,-0.2,-2.1,3.3,0,0,2,13,,1011.4,,37.94
2022-01-25,3.6,-1,6.1,0,0,287,16.9,,1014.1,,42.98
2022-01-26,-2.3,-6,-1,0,0,335,20.2,,1027,,30.2
2022-01-27,-4.2,-7.7,0,0,0,141,13.3,,1029.1,,32
2022-01-28,0.1,-1,1.7,2.8,0,15,12.6,,1019.5,,35.06
2022-01-29,-4.8,-9.3,-1,12.4,130,331,36.7,,1006.2,,30.2
2022-01-30,-7.1,-9.9,-2.7,0,180,292,22,,1015.6,,27.14
2022-01-31,-3.4,-7.1,-1,0,150,43,10.4,,1027.3,,30.2
2022-02-01,-1.7,-4.3,2.8,0,130,45,12.2,,1033.6,,37.04
2022-02-02,2.3,-0.5,5.6,0,100,55,8.3,,1030.2,,42.08
2022-02-03,6.4,3.9,8.9,10.7,50,174,9.4,,1023,,48.02
2022-02-04,5.8,-2.1,12.8,18.8,0,334,19.1,,1012.9,,55.04
2022-02-05,-2.8,-6,-1.6,0,0,322,28.4,,1024.3,,29.12
2022-02-06,-4.8,-8.2,0,0,0,67,11.5,,1035.6,,32
2022-02-07,0.5,-0.5,4.4,3.8,0,27,11.2,,1024.9,,39.92
2022-02-08,4.1,1.1,8.3,2,0,306,20.5,,1013.7,,46.94
2022-02-09,2.8,-0.5,6.7,0,0,215,13.3,,1017,,44.06
2022-02-10,6.3,1.1,13.3,0,0,271,15.8,,1011.6,,55.94
2022-02-11,8.6,2.8,13.3,0,0,176,18,,1014.2,,55.94
2022-02-12,11.8,5.6,15.6,0,0,250,21.2,,1013.7,,60.08
2022-02-13,2.8,-3.2,5.6,4.8,30,11,16.9,,1019.5,,42.08
2022-02-14,-4.3,-7.7,-2.7,0,50,315,28.4,,1021.4,,27.14
2022-02-15,-4.7,-7.7,0,0,0,286,17.6,,1036.4,,32
2022-02-16,1.6,-2.7,8.3,0,0,184,16.2,,1036.6,,46.94
2022-02-17,11.6,8.3,17.2,7.6,0,180,20.2,,1018.9,,62.96
2022-02-18,9.9,-2.1,17.2,6.4,0,287,32.8,,1006.7,,62.96
2022-02-19,0.1,-3.8,5,0,0,265,27.4,,1016.8,,41
2022-02-20,-2.6,-5.5,2.2,0,0,256,20.9,,1029.2,,35.96
2022-02-21,4.1,0.6,12.2,0,0,192,12.2,,1026.9,,53.96
2022-02-22,5.6,2.2,13.3,5.8,0,96,16.2,,1022.8,,55.94
2022-02-23,14.4,2.2,20,0,0,246,23,,1015.3,,68
2022-02-24,1.1,-1.6,2.2,0,0,15,17.3,,1030.2,,35.96
2022-02-25,0.8,-2.7,6.1,20.8,0,11,23.8,,1020.4,,42.98
2022-02-26,-1.1,-4.3,3.3,0,0,301,18,,1028.2,,37.94
2022-02-27,2.4,-1,8.9,0,0,267,25.9,,1016.5,,48.02
2022-02-28,0.8,-2.7,2.2,0,0,333,18.7,,1023.5,,35.96
2022-03-01,2.6,-0.5,8.9,0,0,166,15.1,,1020.4,,48.02
2022-03-02,7.7,4.4,11.7,0,0,274,16.9,,1014.4,,53.06
2022-03-03,5.6,-3.8,8.9,0.8,0,301,29.5,,1017.4,,48.02
2022-03-04,-1.9,-5.5,3.3,0,0,287,15.1,,1032.2,,37.94
2022-03-05,3.1,-0.5,7.2,0,0,127,10.8,,1031.3,,44.96
2022-03-06,9.6,3.9,20,1.3,0,194,16.9,,1017,,68
2022-03-07,18.2,10,23.3,1.3,0,212,22.3,,1006.5,,73.94
2022-03-08,8.7,4.4,10,0,0,320,29.5,,1016.9,,50
2022-03-09,3.2,0.6,5,14.7,0,63,15.8,,1017.4,,41
2022-03-10,4,0,10,0,0,41,9,,1020.5,,50
2022-03-11,7.2,2.2,11.7,0,0,157,11.2,,1017.1,,53.06
2022-03-12,5.1,-3.8,8.3,11.9,0,303,30.2,,998.4,,46.94
2022-03-13,-2.3,-4.9,1.7,0,0,263,26.3,,1019.8,,35.06
2022-03-14,5.3,1.1,13.9,0,0,221,15.8,,1027.6,,57.02
2022-03-15,11.6,7.8,20,0,0,211,14.8,,1022.7,,68
2022-03-16,13.6,6.1,17.8,0,0,37,12.6,,1021.6,,64.04
2022-03-17,8.2,5.6,12.8,2.8,0,41,14.8,,1016.8,,55.04
2022-03-18,13.9,9.4,22.8,0,0,277,12.2,,1014.9,,73.04
2022-03-19,13.1,7.8,20,1.8,0,156,11.9,,1009.7,,68
2022-03-20,14.3,7.8,16.1,0,0,284,26.3,,1008.1,,60.98
2022-03-21,10.4,6.7,16.7,0,0,306,23,,1016.7,,62.06
2022-03-22,10.7,6.7,13.9,0,0,316,25.9,,1020.5,,57.02
2022-03-23,7.2,3.9,8.3,2.8,0,58,18.7,,1023.3,,46.94
2022-03-24,5.7,3.9,8.3,25.9,0,52,27.4,,1013.3,,46.94
2022-03-25,9.6,6.7,15.6,0.8,0,287,17.3,,1002.8,,60.08
2022-03-26,10.4,6.1,11.7,1,0,264,19.8,,998.4,,53.06
2022-03-27,5.9,-1,7.2,0,0,291,29.5,,1003.4,,44.96
2022-03-28,-1.5,-4.3,0,0,0,303,35.6,,1012.6,,32
2022-03-29,-1.2,-3.8,2.8,0,0,313,30.6,,1019.8,,37.04
2022-03-30,2.6,-1,8.3,0,0,268,14,,1021.6,,46.94
2022-03-31,9.9,5.6,17.8,1.3,0,149,17.3,,1006.1,,64.04
2022-04-01,13.1,6.1,16.1,6.6,0,283,27.4,,1002.1,,60.98
2022-04-02,7.2,3.9,12.8,0,0,287,22,,1016.1,,55.04
2022-04-03,7,5,7.8,2.3,0,155,14.4,,1010,,46.04
2022-04-04,7.6,4.4,12.2,0,0,305,19.4,,1013.9,,53.96
2022-04-05,9.7,6.7,12.8,1.5,0,121,12.2,,1017,,55.04
2022-04-06,8.6,6.7,11.7,9.1,0,52,24.8,,1010.3,,53.06
2022-04-07,9.1,7.8,13.3,24.6,0,91,27,,1007.6,,55.94
2022-04-08,12.8,10,17.8,1,0,243,16.9,,1002,,64.04
2022-04-09,11.4,8.9,13.3,0.5,0,280,15.8,,1003.4,,55.94
2022-04-10,8.6,6.1,9.4,0,0,309,28.4,,1008.1,,48.92
2022-04-11,8.8,5.6,15.6,0,0,270,16.9,,1018,,60.08
2022-04-12,13.4,10,21.7,1,0,260,11.9,,1016,,71.06
2022-04-13,15.4,10,20.6,0,0,101,12.2,,1015.5,,69.08
2022-04-14,16.3,12.8,21.7,2.8,0,57,17.6,,1008.1,,71.06
2022-04-15,15.7,10.6,20.6,0,0,270,19.8,,1018,,69.08
2022-04-16,15.7,7.2,21.1,3.6,0,200,20.2,,1013.2,,69.98
2022-04-17,8.3,5.6,10,0,0,322,25.2,,1019.3,,50
2022-04-18,7.9,5,11.7,23.4,0,57,20.5,,1024.7,,53.06
2022-04-19,7.6,4.4,10,29,0,291,31.7,,1006.5,,50
2022-04-20,9.4,6.1,15.6,0,0,287,19.8,,1025.1,,60.08
2022-04-21,10.6,7.2,15,0,0,151,19.4,,1030.4,,59
2022-04-22,14.6,11.1,20,0,0,297,17.3,,1027.2,,68
2022-04-23,13.3,10,16.1,0,0,83,11.2,,1027.5,,60.98
2022-04-24,12.8,8.9,15.6,0,0,101,14.8,,1024,,60.08
2022-04-25,10.4,7.8,14.4,0,0,90,15.1,,1023.9,,57.92
2022-04-26,11.5,10,15.6,1.3,0,62,13.7,,1017.8,,60.08
2022-04-27,11.6,5.6,15,0,0,310,34.6,,1013.8,,59
2022-04-28,8.2,5,13.3,0,0,319,33.5,,1015.7,,55.94
2022-04-29,10.4,5.6,16.7,0,0,319,27.7,,1018,,62.06
2022-04-30,12.9,8.3,19.4,0,0,311,13,,1019.1,,66.92
2022-05-01,13.6,8.9,19.4,0,0,125,13.7,,1019.2,,66.92
2022-05-02,12.1,10,13.9,8.9,0,67,15.5,,1017.4,,57.02
2022-05-03,12.4,10,16.1,0,0,53,16.2,,1020.5,,60.98
2022-05-04,12,10,19.4,3,0,57,9.7,,1015.5,,66.92
2022-05-05,17.2,13.3,21.7,0,0,5,14.8,,1017.2,,71.06
2022-05-06,14.8,10,16.7,18.8,0,128,13.7,,1013.6,,62.06
2022-05-07,10,7.8,11.1,26.9,0,53,32,,1010.9,,51.98
2022-05-08,10.4,7.8,15,0.5,0,51,28.8,,1018.7,,59
2022-05-09,13.5,8.3,20.6,0,0,43,25.2,,1023.1,,69.08
2022-05-10,15.4,11.7,21.7,0,0,45,23,,1026.6,,71.06
2022-05-11,16.1,11.7,24.4,0,0,45,14.8,,1024.7,,75.92
2022-05-12,17.1,13.9,22.2,0,0,55,15.1,,1025.4,,71.96
2022-05-13,16,13.3,18.9,0,0,60,14,,1024.3,,66.02
2022-05-14,17.9,14.4,23.3,7.1,0,125,10.4,,1018.1,,73.94
2022-05-15,18.8,15,25.6,0.5,0,197,11.2,,1011.3,,78.08
2022-05-16,20.4,16.7,23.9,11.9,0,187,16.6,,1004.9,,75.02
2022-05-17,19.7,15,25.6,0,0,286,25.2,,1007.5,,78.08
2022-05-18,17.8,13.9,22.8,0,0,289,17.6,,1013.3,,73.04
2022-05-19,15.5,12.8,20,18.3,0,87,10.8,,1008.4,,68
2022-05-20,15.4,12.2,20,11.2,0,70,13.3,,1013.5,,68
2022-05-21,21.2,14.4,32.8,0,0,352,9.4,,1015.1,,91.04
2022-05-22,27.8,21.7,33.3,0,0,216,13.7,,1015.1,,91.94
2022-05-23,21,16.7,22.8,0,0,351,18,,1020.9,,73.04
2022-05-24,17.4,14.4,18.3,0,0,89,18.4,,1025.4,,64.94
2022-05-25,16.2,12.8,21.1,0,0,111,13,,1028,,69.98
2022-05-26,16.4,12.8,21.1,0,0,156,16.2,,1024.3,,69.98
2022-05-27,20.2,17.8,26.1,4.1,0,172,15.8,,1012.9,,78.98
2022-05-28,20.4,17.2,25,6.9,0,243,12.6,,1007.3,,77
2022-05-29,20.7,16.7,26.1,0,0,245,9.4,,1016.8,,78.98
2022-05-30,23.3,18.3,30,0,0,204,13,,1018.1,,86
2022-05-31,28.3,17.2,33.9,0,0,309,18.4,,1013.8,,93.02
2022-06-01,17.8,15,19.4,21.3,0,59,18.4,,1013.8,,66.92
2022-06-02,20.3,16.7,28.3,13.2,0,16,11.2,,1007,,82.94
2022-06-03,19.5,16.1,23.9,0,0,58,13.7,,1007.7,,75.02
2022-06-04,21.9,17.2,27.2,0,0,57,10.8,,1010.9,,80.96
2022-06-05,20,15.6,24.4,0,0,74,11.5,,1015.1,,75.92
2022-06-06,22.2,17.8,27.2,0,0,229,10.8,,1016.8,,80.96
2022-06-07,21.8,18.3,25.6,1.3,0,185,24.8,,1016.4,,78.08
2022-06-08,23.7,19.4,29.4,0,0,232,14.8,,1010.9,,84.92
2022-06-09,24.4,18.9,29.4,17.8,0,248,23.4,,1004.2,,84.92
2022-06-10,21.8,17.8,26.7,0,0,296,15.8,,1010.1,,80.06
2022-06-11,21.8,18.3,23.9,5.8,0,71,12.6,,1012.8,,75.02
2022-06-12,20.5,17.8,22.8,2,0,188,15.1,,1014.3,,73.04
2022-06-13,24.2,20.6,30,0,0,27,8.6,,1012.1,,86
2022-06-14,23.9,19.4,28.3,0,0,29,10.4,,1012.7,,82.94
2022-06-15,23.3,19.4,27.2,0,0,102,15.8,,1018.4,,80.96
2022-06-16,20.3,17.2,22.8,7.1,0,180,19.8,,1019.2,,73.04
2022-06-17,25.2,21.1,33.3,0,0,255,20.2,,1006,,91.94
2022-06-18,21.7,15,25,0,0,318,30.2,,1006.3,,77
2022-06-19,17.3,13.3,23.3,0,0,324,25.9,,1013.7,,73.94
2022-06-20,20.5,16.1,26.1,0,0,306,14.4,,1019,,78.98
2022-06-21,22.1,17.8,25,2.3,0,39,9.7,,1019.4,,77
2022-06-22,19.1,16.7,20,2.5,0,131,16.6,,1016.9,,68
2022-06-23,19.2,15.6,23.9,0,0,97,13.7,,1014.9,,75.02
2022-06-24,21.9,17.8,28.3,0,0,205,9,,1016.1,,82.94
2022-06-25,25.8,20.6,32.2,0,0,278,11.5,,1018.4,,89.96
2022-06-26,27,21.7,32.8,0,0,205,14.4,,1017.9,,91.04
2022-06-27,24.3,20.6,26.1,12.2,0,224,14.4,,1014.2,,78.98
2022-06-28,22.4,20,26.1,0,0,24,12.6,,1020,,78.98
2022-06-29,23.9,18.9,30,0,0,203,11.5,,1022.2,,86
2022-06-30,25.4,21.7,31.1,0,0,301,12.2,,1021,,87.98
2022-07-01,28.1,23.9,35,0,0,209,16.9,,1016.2,,95
2022-07-02,28.7,25,32.8,0,0,227,14.4,,1012.2,,91.04
2022-07-03,26.9,23.3,31.1,0,0,22,13.3,,1015.6,,87.98
2022-07-04,25.6,20,30.6,0,0,344,10.1,,1019.8,,87.08
2022-07-05,25.9,22.8,31.1,2,0,201,19.8,,1015.5,,87.98
2022-07-06,26,22.8,30,0,0,308,16.6,,1010.2,,86
2022-07-07,24.2,21.1,27.8,0,0,69,16.9,,1015.3,,82.04
2022-07-08,23.5,20,30,7.4,0,177,10.8,,1015.3,,86
2022-07-09,24.7,22.2,28.9,0,0,66,11.2,,1016.2,,84.02
2022-07-10,23.4,20,27.8,0,0,67,16.9,,1017.5,,82.04
2022-07-11,24,20.6,28.9,0,0,203,18.7,,1013.6,,84.02
2022-07-12,25.8,21.7,32.8,0,0,204,19.8,,1007.6,,91.04
2022-07-13,28.9,23.9,33.3,0,0,266,12.6,,1010.8,,91.94
2022-07-14,26.6,22.2,32.2,0,0,22,12.2,,1014.2,,89.96
2022-07-15,26.1,22.2,30,0,0,78,14,,1019.8,,86
2022-07-16,24.3,20.6,28.9,14,0,103,12.6,,1018.7,,84.02
2022-07-17,25.7,22.8,28.9,0,0,193,11.5,,1016.1,,84.02
2022-07-18,26.2,22.8,31.1,8.6,0,163,16.6,,1011.6,,87.98
2022-07-19,28.2,23.9,33.9,0,0,264,20.2,,1007.7,,93.02
2022-07-20,31.3,26.7,36.1,0,0,239,13.3,,1007.1,,96.98
2022-07-21,29.8,23.3,36.1,14.5,0,211,16.9,,1004.5,,96.98
2022-07-22,30.9,26.1,35.6,0,0,281,12.6,,1010.6,,96.08
2022-07-23,30.3,26.1,36.1,0,0,270,12.6,,1015.2,,96.98
2022-07-24,31.1,27.8,36.7,0,0,216,17.6,,1014.8,,98.06
2022-07-25,29.8,23.3,31.7,19.3,0,206,16.9,,1011.2,,89.06
2022-07-26,25.9,22.2,27.8,0,0,316,12.2,,1014.8,,82.04
2022-07-27,25.5,21.1,30,0,0,105,13,,1013.3,,86
2022-07-28,26.7,23.9,31.1,2,0,192,15.5,,1010,,87.98
2022-07-29,28.2,23.9,30.6,0.5,0,283,12.6,,1011.8,,87.08
2022-07-30,26.7,23.3,31.1,0,0,323,16.9,,1016.1,,87.98
2022-07-31,26.3,22.2,30.6,0,0,100,12.2,,1020.4,,87.08
2022-08-01,23.1,20,26.1,10.4,0,16,11.2,,1014.2,,78.98
2022-08-02,26.4,21.7,33.9,0,0,233,13,,1009.5,,93.02
2022-08-03,27.6,23.3,33.3,0,0,71,14,,1014.6,,91.94
2022-08-04,29.1,26.1,34.4,0,0,208,15.1,,1016.7,,93.92
2022-08-05,29.3,26.7,34.4,0,230,219,13,,1019.5,,93.92
2022-08-06,29.6,26.1,34.4,0,0,210,15.1,,1021.7,,93.92
2022-08-07,29.6,25,33.9,15.5,0,212,17.3,,1020.1,,93.02
2022-08-08,30.3,26.7,34.4,0,0,212,19.8,,1014.9,,93.92
2022-08-09,31.3,26.7,36.7,1.3,0,261,14.4,,1012.3,,98.06
2022-08-10,27.2,23.9,30,0,0,63,13.7,,1015.9,,86
2022-08-11,26.6,23.3,32.8,3.3,0,11,11.9,,1011.9,,91.04
2022-08-12,25.6,22.2,29.4,0,0,17,18,,1014.9,,84.92
2022-08-13,23.1,18.9,26.7,0,0,11,14.4,,1018.3,,80.06
2022-08-14,24,21.1,28.3,0,0,176,14,,1017.3,,82.94
2022-08-15,24.3,21.7,28.3,0,0,134,10.4,,1015.4,,82.94
2022-08-16,23.6,19.4,28.9,0,0,61,13.7,,1015.8,,84.02
2022-08-17,23.6,20,27.8,7.9,0,14,10.8,,1015.1,,82.04
2022-08-18,24.1,20,31.1,0,0,302,12.2,,1012.4,,87.98
2022-08-19,26.3,22.8,32.2,0,0,252,13,,1017.1,,89.96
2022-08-20,27.9,24.4,32.8,0,0,186,11.5,,1020.2,,91.04
2022-08-21,25.3,22.8,28.3,0,0,162,14,,1019.2,,82.94
2022-08-22,24.5,22.8,27.2,6.1,0,103,12.2,,1012.7,,80.96
2022-08-23,25.9,22.8,31.1,0,0,335,14,,1009.3,,87.98
2022-08-24,26.9,23.3,32.2,0,0,286,14.4,,1013.6,,89.96
2022-08-25,28.1,23.9,32.8,0,0,272,11.9,,1016.2,,91.04
2022-08-26,27.4,25.6,31.1,7.1,0,193,14.4,,1013.1,,87.98
2022-08-27,27.8,23.9,31.1,0,0,55,10.8,,1015,,87.98
2022-08-28,24.6,22.8,26.7,0,0,77,16.9,,1020.5,,80.06
2022-08-29,26,23.9,30.6,0,0,180,16.6,,1018.9,,87.08
2022-08-30,26.8,23.9,31.7,1,0,190,18.4,,1011.6,,89.06
2022-08-31,25.6,22.2,29.4,0,0,295,19.1,,1008.7,,84.92
2022-09-01,25.9,20.6,30,0,0,299,20.9,,1013.2,,86
2022-09-02,21.7,17.2,25.6,0,0,61,15.8,,1023.4,,78.08
2022-09-03,22.8,20,27.8,0,0,132,11.2,,1024,,82.04
2022-09-04,25.3,22.8,31.7,0,0,211,10.8,,1019.4,,89.06
2022-09-05,25.8,23.3,30.6,0.3,0,120,14,,1017.9,,87.08
2022-09-06,23.3,20,24.4,29.5,0,108,13.7,,1015.7,,75.92
2022-09-07,20.8,19.4,23.3,0,0,47,21.6,,1015.2,,73.94
